Date,Time,Service Category,Technician,Ad Spend,Conversions,Revenue,Client Type
2025-03-21,Night,Hair,Kathleen,100.11,0,372.6,New
2025-04-23,Night,Picture,Heather,18.04,10,173.23,Loyal
2024-11-10,Morning,Moment,David,136.32,0,242.62,Returning
2025-02-28,Evening,Into,Allison,16.64,8,464.27,Returning
2025-02-25,Evening,Series,Tina,139.85,3,409.39,Returning
2024-12-02,Afternoon,Sell,Savannah,35.3,4,263.83,Returning
2025-03-14,Morning,Guess,Gavin,14.07,10,165.77,Loyal
2025-04-04,Morning,Simply,Robert,76.58,0,444.07,Returning
2024-12-18,Evening,Practice,Sean,30.02,2,411.79,Returning
2024-12-16,Evening,Visit,Nicholas,65.48,9,163.85,Returning
2025-01-16,Morning,While,Jennifer,74.58,4,173.07,New
2024-12-09,Night,Expect,Morgan,44.8,8,242.82,Loyal
2024-11-30,Evening,Structure,Rachel,22.5,2,328.14,New
2024-11-03,Afternoon,Fly,Traci,138.91,8,197.28,New
2025-03-30,Night,Throw,Antonio,101.36,9,355.33,Loyal
2025-04-08,Afternoon,Card,Richard,133.04,2,168.06,Returning
2025-03-09,Evening,Animal,Jennifer,98.25,4,151.68,Loyal
2025-03-21,Morning,Attack,Donna,133.35,9,72.41,Returning
2024-12-29,Morning,Like,Kimberly,48.41,10,113.07,Loyal
2024-11-25,Afternoon,Role,Kara,101.16,2,20.33,New
2025-01-05,Morning,Himself,Teresa,94.59,1,338.53,Returning
2024-11-25,Morning,Including,Wendy,70.24,7,334.74,Loyal
2025-01-18,Morning,Fund,Elizabeth,132.21,6,367.75,New
2025-03-30,Night,Should,Jennifer,141.95,9,410.01,Loyal
2025-01-02,Afternoon,Here,Michael,34.33,2,95.11,Loyal
2025-03-25,Morning,Poor,Xavier,74.29,2,474.67,New
2025-03-22,Evening,Themselves,John,63.79,2,255.1,New
2024-12-06,Evening,Physical,Phillip,41.01,3,25.09,Loyal
2024-11-18,Night,Player,Nicholas,35.49,6,203.1,Returning
2025-02-20,Afternoon,Along,Barry,9.57,0,427.05,Loyal
2025-03-29,Afternoon,Decade,Kyle,87.72,4,456.26,Loyal
2025-04-07,Night,Write,Jeffrey,30.69,10,379.43,Loyal
2025-03-26,Night,Sit,Larry,137.85,4,186.25,Loyal
2024-12-03,Evening,While,Jeffrey,11.43,3,213.1,New
2024-11-30,Afternoon,Work,Amanda,22.65,3,30.37,Loyal
2024-12-20,Morning,Pull,Lisa,5.5,5,479.26,Returning
2024-12-25,Afternoon,May,Nicole,67.07,3,216.86,New
2025-04-08,Evening,Medical,Matthew,14.16,2,272.22,Returning
2025-04-27,Evening,Friend,Trevor,24.4,3,142.35,Loyal
2025-01-15,Morning,Serve,Cynthia,79.18,9,254.11,Loyal
2025-02-18,Night,Piece,Sherry,111.16,7,152.93,New
2025-04-23,Morning,Garden,Anthony,97.77,5,464.63,Returning
2025-02-13,Night,Central,Kimberly,146.93,1,375.86,New
2025-03-31,Night,Though,Jackson,79.6,10,273.71,Returning
2025-04-14,Afternoon,Anyone,Jacob,37.93,10,427.24,New
2025-01-09,Afternoon,Receive,Michael,8.89,6,296.18,New
2024-12-27,Evening,Tough,Janice,101.69,4,281.05,New
2025-04-30,Afternoon,Stage,Mary,131.14,7,143.74,New
2025-01-19,Morning,Matter,Karen,54.59,6,210.08,New
2024-11-16,Morning,Five,Joanna,8.61,7,341.93,Loyal
2025-01-14,Afternoon,Or,Harry,25.04,8,178.23,Loyal
2025-03-17,Morning,Short,Sarah,7,9,167.39,Loyal
2025-03-01,Night,Just,Michele,29.37,2,137.55,New
2024-11-22,Night,Leave,Nicholas,107.53,2,489.42,Returning
2025-02-04,Morning,Performance,Joshua,84.11,5,275.32,New
2024-12-10,Morning,Wonder,Jennifer,31.16,2,24.51,New
2025-03-18,Morning,Whatever,Kathy,25.44,8,143.89,Returning
2025-03-25,Afternoon,None,Paul,18.46,10,289.34,New
2024-11-04,Night,Him,Whitney,146.52,2,328.37,Loyal
2024-12-19,Morning,Identify,Jennifer,105.84,6,420.33,Loyal
2025-03-16,Night,Line,David,98.39,10,280.12,Returning
2025-02-14,Night,Too,Samuel,115.97,7,251.81,Loyal
2024-10-31,Evening,Must,Dave,130.2,3,408.74,New
2024-11-10,Evening,Weight,Charles,41.71,0,434.69,New
2025-02-27,Night,Relationship,Paula,92.61,6,140.56,New
2025-03-09,Afternoon,Guess,Nicholas,65.64,9,253.49,New
2025-03-31,Afternoon,Least,Krista,146.41,9,468.08,Returning
2025-01-05,Afternoon,Test,David,99.2,6,286.32,New
2025-03-06,Evening,Week,Ricardo,54.79,10,41.67,New
2025-04-23,Afternoon,Pm,Jackson,91.73,4,323.55,New
2025-03-31,Morning,Section,James,42.66,3,495.97,Loyal
2025-01-09,Morning,Loss,Becky,105.75,3,305.99,Loyal
2025-03-13,Night,Enjoy,Susan,6.82,10,262.6,Returning
2025-03-21,Evening,One,Katie,13.52,8,106.02,Loyal
2024-11-26,Afternoon,Scientist,Jill,94.65,1,317.11,New
2024-11-02,Afternoon,Far,Devin,125.78,10,137.83,Returning
2024-12-29,Night,Relate,Summer,106.16,0,38.41,Returning
2025-01-01,Morning,Relationship,Eric,83.7,3,479.43,Loyal
2025-04-21,Morning,Appear,Connor,31.6,1,187.18,New
2024-11-13,Night,Team,Mark,17.8,5,405.76,Returning
2025-04-10,Afternoon,Brother,Jeremy,70.95,4,59.25,New
2025-02-22,Morning,Draw,Christine,122.68,3,311.01,New
2024-11-01,Afternoon,Your,David,62.22,7,175.28,Loyal
2025-02-02,Evening,Guy,Kenneth,41.88,4,482.41,Loyal
2024-12-23,Evening,Participant,Sandra,77.84,3,298.77,New
2025-01-16,Morning,Form,Natalie,134.79,6,488.56,Returning
2025-03-29,Evening,List,Lisa,99.85,6,36.33,Loyal
2025-04-28,Evening,Wrong,David,40.32,0,256.06,Returning
2025-04-25,Evening,Difficult,Teresa,80.85,8,75.61,Returning
2025-03-16,Morning,Southern,Amy,73.08,9,160.77,New
2025-03-09,Afternoon,Never,Michelle,28.09,6,391.97,Loyal
2025-02-14,Afternoon,Mouth,Jill,37.37,9,32.87,Returning
2025-02-14,Night,Language,Jack,123.98,4,126.18,Returning
2025-03-28,Afternoon,Fast,Tommy,86.03,3,429.31,New
2025-04-12,Night,Lead,David,28.38,2,271.11,Returning
2025-03-15,Morning,Manager,April,126.86,4,273.07,Returning
2024-11-17,Evening,Threat,Danny,93.78,5,103.9,New
2024-10-31,Morning,Process,Rhonda,120.36,9,44.28,Loyal
2025-01-28,Afternoon,Tonight,David,93.28,10,156.26,Loyal
2025-02-18,Afternoon,Sport,Morgan,126.75,5,259.39,Returning
2025-04-09,Morning,Kind,Amy,32.63,2,113.07,Loyal
2025-01-27,Night,On,Melissa,140.32,8,408.68,Returning
2024-12-03,Evening,Recent,Jay,9.42,8,145.46,Returning
2025-04-24,Afternoon,Quickly,Melissa,63.8,9,274.64,Loyal
2025-03-12,Night,Have,Rose,55.91,0,55.29,New
2024-12-04,Night,Mr,Amy,84.12,4,303.74,New
2025-02-09,Morning,Last,Stephanie,29.74,0,42.82,Loyal
2025-03-02,Night,Human,Teresa,35.29,2,427.51,New
2025-02-06,Night,Last,Christopher,149.54,8,482.37,New
2024-11-21,Evening,Show,Brent,39.88,3,181.29,Loyal
2024-11-18,Evening,Face,Adam,61.9,7,361.81,New
2025-02-13,Night,Ability,Joshua,99.51,1,314.32,Loyal
2025-03-26,Evening,Move,Paul,34.15,9,135.44,Loyal
2025-01-02,Evening,Particular,Kathryn,5.26,7,110.97,Loyal
2025-03-16,Evening,Manage,Jamie,136.5,9,216.78,New
2025-02-05,Morning,Both,Chase,62.67,1,349.3,Loyal
2025-01-29,Night,Series,Deborah,72.75,9,335.72,New
2025-01-21,Morning,Guess,Patrick,74.66,9,433.68,New
2025-02-24,Evening,Amount,Alexandra,59.08,2,484.28,Returning
2025-04-05,Afternoon,Often,James,138.06,1,114.14,Returning
2025-01-19,Evening,Our,William,12.07,0,75.91,Returning
2024-11-02,Evening,Minute,Jake,49.55,10,51.62,Loyal
2025-01-02,Evening,Difference,Vanessa,110.79,7,356.21,Loyal
2024-12-30,Evening,We,David,58.17,10,172.68,Returning
2025-02-05,Evening,Trial,Sabrina,28.35,3,105.32,New
2025-04-25,Afternoon,Congress,Donna,144.9,7,226.43,Returning
2025-02-05,Evening,White,Kevin,59.09,3,124.12,Loyal
2025-01-19,Afternoon,Memory,Jay,113.63,3,370.14,Returning
2025-03-11,Morning,He,Rebecca,38.08,3,273.17,Returning
2025-03-03,Evening,Author,John,46.94,4,259.36,Returning
2025-01-24,Night,Too,Virginia,135.82,5,425.13,Returning
2025-02-12,Evening,Traditional,Matthew,127.94,8,93.96,Returning
2024-11-02,Morning,Capital,Barbara,22.52,2,25.92,Loyal
2024-11-02,Morning,Chance,Samuel,106.16,2,93.11,New
2025-03-11,Night,Direction,Holly,146.9,7,299.65,New
2025-04-27,Evening,Draw,James,36.35,9,308.73,Loyal
2025-02-21,Evening,Bag,Steven,122.02,10,285.11,New
2025-02-13,Night,Young,Leslie,129.04,10,279.43,Returning
2025-04-03,Afternoon,Fund,Brooke,74.77,8,373.01,Loyal
2025-03-11,Morning,Total,Carol,34.85,8,436.45,New
2024-11-02,Night,Final,George,84.73,10,335.6,New
2025-01-20,Night,Avoid,Austin,70.54,10,117.08,New
2024-12-07,Night,American,Justin,41.23,7,419.31,Returning
2024-12-05,Night,Conference,Tonya,30.38,8,187.63,Returning
2025-04-09,Night,Point,Sarah,10.38,9,107.6,Loyal
2024-12-04,Night,Office,Tanya,14.32,8,237.15,Loyal
2025-01-14,Morning,Stage,Holly,131.58,4,358.02,New
2025-01-23,Night,Conference,Jacob,117.32,1,32.74,Returning
2025-03-01,Night,Enter,Parker,122.08,5,24.87,New
2024-12-25,Afternoon,Point,Robert,68.37,9,325.25,Returning
2024-12-24,Evening,Yourself,Cynthia,21,8,103.65,Loyal
2025-02-28,Evening,I,Jose,38.61,7,75.94,Loyal
2025-04-12,Night,Probably,Jessica,72.45,8,445.78,Returning
2024-11-08,Night,Deep,Lori,136.44,4,339.04,Returning
2025-02-18,Night,His,Lisa,12.45,6,288.49,Returning
2024-11-19,Night,Rock,James,9.55,4,84.75,Returning
2024-12-16,Evening,Determine,Emily,5.46,1,141.49,New
2024-12-23,Evening,West,Nathan,90.85,3,201.66,Loyal
2025-03-11,Afternoon,Your,Michael,28.08,2,173.47,New
2025-01-29,Morning,Executive,Sarah,26.07,8,23.39,New
2025-01-07,Morning,Especially,Haley,29.18,3,426.19,Loyal
2025-04-29,Night,Necessary,Sean,5.81,10,126.93,Returning
2025-01-19,Morning,Various,Brittany,79.38,7,371.79,New
2025-02-11,Morning,Break,Jason,100.26,1,64.82,Loyal
2024-11-24,Evening,Writer,Stephen,19.4,8,146.99,Loyal
2025-01-17,Night,Something,Ralph,123.29,6,54.51,Loyal
2025-04-28,Morning,Find,Pamela,27.56,0,180.08,Returning
2025-01-19,Morning,Piece,Mark,75.54,9,119.54,New
2025-03-18,Evening,Next,Kelly,21.26,3,40.45,Returning
2025-04-24,Morning,Current,Zachary,86.09,7,73.33,Loyal
2025-03-24,Evening,Easy,Holly,42.36,7,391.56,Loyal
2025-02-25,Afternoon,Half,Angela,71.21,6,285.02,Loyal
2025-01-28,Afternoon,Message,Gina,121.7,2,458.32,Returning
2024-12-17,Afternoon,Certainly,Carla,92.98,5,450.56,Loyal
2024-12-13,Afternoon,Another,George,8.87,7,46.87,Returning
2025-03-18,Evening,Affect,Kelli,23.5,8,343.67,Returning
2025-02-18,Night,Arrive,Tamara,98.29,7,69.47,New
2025-02-25,Afternoon,See,Emily,33.81,9,317.91,New
2024-12-27,Night,Travel,Christopher,135.17,0,294.38,New
2024-12-24,Morning,Teach,Robert,139.03,7,241.04,Loyal
2024-12-31,Night,Real,Craig,83.37,5,201.58,New
2025-04-11,Evening,Foot,George,119.77,2,318.81,Loyal
2024-12-29,Night,Space,Eric,115.28,3,156.05,Loyal
2024-11-10,Afternoon,Subject,Andrea,41.29,2,40.39,Loyal
2025-03-17,Evening,Realize,Lisa,37.06,2,418.96,Returning
2025-04-10,Morning,Central,Jenna,93.93,8,381.27,Loyal
2024-11-05,Night,Democrat,Robert,65.19,3,187.65,Loyal
2025-04-06,Evening,Receive,Daniel,83.24,9,27.28,Loyal
2025-04-29,Evening,Option,Vanessa,101.34,10,124.13,New
2025-04-30,Afternoon,Development,Julie,90.18,2,143.45,Loyal
2025-01-29,Afternoon,Activity,Patrick,60.64,1,155.5,Loyal
2025-01-24,Afternoon,Me,Ashley,40.54,9,420.65,Loyal
2024-12-28,Evening,Reveal,Karen,67.95,4,473.29,Returning
2024-11-01,Morning,Feeling,Rebecca,42.31,1,263.77,Loyal
2025-04-01,Evening,Opportunity,Tracey,80.49,7,423.99,Returning
2024-12-28,Evening,Four,Jacqueline,40.45,4,261.36,New
2025-01-03,Morning,Product,Rebecca,51.47,0,361.93,New
2024-11-30,Morning,Change,Michael,85.71,5,468.01,Loyal
2024-11-09,Night,A,Katherine,104.77,5,117.23,Returning
2025-02-04,Night,When,Andrew,85.36,1,228.57,New
2025-03-06,Morning,Weight,Patricia,9.21,2,187.15,New
2024-11-06,Morning,Bank,John,121.55,4,461.69,Returning
2025-04-05,Morning,High,Sheila,95.83,5,349.4,Returning
2025-02-05,Morning,Give,Shawn,37.08,2,401.27,Returning
2025-03-19,Morning,Sound,Stacey,37.76,1,57.47,Loyal
2024-11-29,Evening,Do,Michele,7.8,10,446.58,Returning
2025-03-24,Morning,Create,Deanna,54.84,2,129.45,Loyal
2025-01-06,Evening,Notice,Patrick,13.28,5,421.92,New
2025-02-24,Morning,President,Antonio,61.08,0,495.56,Loyal
2024-11-21,Morning,Join,Jennifer,75.01,3,143.31,Returning
2024-12-08,Morning,Wrong,Christopher,100.98,10,426.35,New
2025-01-28,Afternoon,Former,Erica,112.38,9,283.91,New
2024-11-24,Afternoon,Ahead,Amanda,66.82,6,309.43,New
2025-02-05,Evening,Trip,Courtney,35.38,5,489.91,Returning
2025-03-27,Morning,Degree,Elizabeth,38.23,7,407.67,Returning
2025-03-21,Night,Six,Elizabeth,130.42,10,434.66,Loyal
2025-04-02,Night,Article,Daniel,54.68,10,315.75,Returning
2024-12-12,Evening,During,Brandon,68.81,10,220.01,Returning
2025-04-25,Morning,Sign,Philip,65.07,0,308.36,New
2025-03-13,Evening,Whole,Kayla,106.23,3,228.1,Loyal
2024-12-29,Morning,Industry,Kevin,114.06,3,465.52,New
2025-03-03,Evening,Memory,Robin,66.73,3,24.72,Loyal
2025-01-26,Afternoon,On,Craig,40.33,3,381.89,New
2024-12-18,Evening,Floor,Victor,17.3,7,436.98,New
2024-12-24,Evening,Fly,Christopher,144.4,6,307.73,Returning
2025-04-04,Night,Determine,Andrew,134.51,0,293.38,Loyal
2024-12-09,Morning,Interesting,Leonard,123.14,0,372.97,Loyal
2024-12-09,Night,Capital,Jonathan,26.92,3,286.96,Returning
2024-11-13,Morning,Development,Amanda,79.11,3,283.04,Loyal
2024-12-29,Afternoon,Administration,Maria,35.49,1,480.22,Loyal
2025-03-19,Night,Life,William,127.45,4,497.8,Returning
2024-12-01,Morning,West,Erik,44.96,2,300.77,Loyal
2024-11-27,Morning,Manager,James,134.17,3,96.2,Returning
2025-03-05,Night,Different,William,86.75,2,35.69,Returning
2025-02-11,Night,Ahead,Julie,141.18,6,328.73,Returning
2025-04-07,Morning,Car,Richard,47.36,9,384.49,New
2025-01-18,Night,Single,William,101.12,8,480.66,Returning
2024-11-03,Night,Term,Kelly,41.3,3,403.97,Loyal
2025-03-19,Night,Seek,Robert,53.25,7,158.14,New
2025-04-21,Afternoon,Get,Benjamin,117.45,1,197.62,New
2025-03-03,Morning,Effect,Melanie,101.29,4,112.79,New
2024-11-24,Morning,President,Denise,140.67,1,36.75,Loyal
2024-11-21,Afternoon,What,Johnny,29.77,1,150.83,New
2024-11-11,Afternoon,Organization,Crystal,101.45,0,280.99,Loyal
2025-01-09,Evening,Hear,Sandra,81.31,7,364.55,Loyal
2025-03-29,Afternoon,Shoulder,Steven,112.17,8,472.93,New
2024-12-30,Morning,Seat,Jennifer,7.16,10,414.33,Returning
2025-04-21,Afternoon,Current,John,130.88,4,354.19,Returning
2024-12-08,Night,Guy,Dylan,132.74,3,285.94,New
2025-04-24,Night,Economic,Mary,70.04,7,43.17,Returning
2025-02-15,Afternoon,Despite,Justin,143.62,5,265.85,Loyal
2025-03-16,Night,Community,Rhonda,109.91,2,148.91,Returning
2025-01-26,Evening,Whether,Daniel,114.43,1,348.61,New
2024-12-26,Afternoon,Argue,Austin,99.86,4,211.67,Returning
2025-03-16,Night,Those,Donald,27.41,8,232.13,Loyal
2025-01-17,Afternoon,Old,Jason,124.53,10,42.06,Loyal
2025-01-22,Afternoon,Word,Teresa,36.1,1,172.81,Loyal
2025-03-24,Morning,Me,Mark,114.38,2,428.72,Returning
2025-04-30,Afternoon,Account,George,23.35,4,345.86,New
2025-02-08,Afternoon,Poor,John,129.64,2,491.74,Returning
2024-11-26,Afternoon,Easy,Thomas,9.04,0,340.31,New
2024-12-07,Night,Benefit,Kristin,125.62,5,471.72,Loyal
2025-02-17,Evening,Property,Debra,21.8,2,120.16,Loyal
2025-03-20,Afternoon,Physical,Crystal,62.72,6,223.97,Returning
2025-03-03,Night,Hear,Paula,122.51,10,64.21,Loyal
2025-02-12,Afternoon,Truth,Lisa,33.2,10,424.75,Loyal
2025-03-29,Night,See,Jeremy,47.51,2,460.23,Returning
2025-03-21,Night,If,Sean,59.13,9,364.69,Loyal
2024-11-23,Afternoon,Water,Richard,97.81,2,426.31,Loyal
2025-02-06,Afternoon,Whole,Kenneth,8.44,7,191.48,Loyal
2024-11-03,Morning,Matter,Dustin,45.74,9,440.36,New
2024-11-28,Afternoon,Mind,Derek,5.5,3,81.76,Loyal
2024-12-03,Afternoon,Spend,Lisa,7.4,10,409.05,Loyal
2025-01-04,Night,Natural,Jennifer,149.32,0,213.51,New
2024-12-03,Evening,Military,Michael,119.24,5,413.2,New
2025-02-01,Afternoon,Husband,Diana,39.04,10,456.11,New
2024-12-29,Morning,Again,Adam,144.99,4,292.44,New
2025-04-09,Night,Back,Michael,87.68,3,336.58,Loyal
2025-01-15,Evening,Detail,Lisa,57.1,7,338.79,Returning
2025-03-07,Night,Ok,Mark,149.51,2,447.7,Returning
2025-04-29,Morning,She,Thomas,16.33,10,216.2,Loyal
2024-11-19,Morning,Discuss,Manuel,104.53,6,406.84,Loyal
2024-12-16,Evening,Local,Matthew,104.25,8,244.54,Loyal
2025-03-17,Morning,Especially,Raymond,23.77,7,219.67,Loyal
2025-03-28,Afternoon,Change,Amy,139.27,2,190.07,Returning
2025-02-12,Night,Go,Nathan,93.67,0,24.46,New
2025-01-31,Afternoon,Heavy,Christine,111.84,0,77.51,Loyal
2024-12-15,Night,Foot,Michele,129.37,6,118.99,Loyal
2024-12-19,Afternoon,Simply,Lisa,55.85,6,145.89,Returning
2024-12-05,Afternoon,Minute,Charles,45.06,6,440.84,Returning
2025-02-13,Evening,Eight,Karina,68.86,3,45.22,Returning
2025-03-18,Afternoon,Deep,Kristy,6.6,0,461.82,New
2025-04-10,Night,Cause,Charles,81.63,9,130.16,Returning
2025-04-25,Morning,Example,Alyssa,72.98,2,357.14,New
2025-04-23,Morning,Big,Stephanie,103.56,5,180.15,New
2024-12-24,Evening,Fly,William,59.28,8,112.08,New
2025-02-09,Afternoon,Management,Lisa,42.64,5,383.07,Returning
2025-01-02,Night,Defense,Karen,100.9,5,114.71,Returning
2025-02-02,Evening,Resource,Erica,9.49,4,109.43,New
2024-12-28,Night,Community,Jessica,17.45,8,478.13,Loyal
2025-04-04,Evening,Result,Crystal,139.62,9,332.6,Returning
2025-03-24,Morning,Almost,Krista,61.62,6,367.13,Returning
2025-04-13,Afternoon,Stay,Lacey,91.61,9,424.14,Loyal
2024-12-12,Afternoon,Happy,Derrick,20.66,10,417.15,New
2025-02-26,Morning,Class,Diamond,121.75,10,470.21,Returning
2024-11-09,Night,Listen,Karen,105.22,1,430.11,Returning
2025-03-07,Afternoon,Popular,Pamela,25.09,3,367.55,New
2024-12-01,Morning,Dog,Priscilla,133.77,2,358.5,Returning
2024-12-11,Night,Fall,Matthew,130.16,5,449.2,New
2025-01-06,Evening,Know,Cynthia,98.76,2,169.97,Returning
2024-12-19,Night,Region,Stephen,42.99,6,91.86,Loyal
2024-11-12,Night,Industry,Ralph,27.95,0,197.54,Loyal
2025-03-16,Morning,While,David,36.47,3,210.17,Loyal
2025-01-29,Night,Assume,Renee,71.5,4,270.05,Returning
2025-03-15,Afternoon,Work,Lori,130.49,7,333,Returning
2025-02-01,Night,Open,Susan,105.44,8,213.34,New
